date,tourism_num,temperature_high,temperature_low,weather,wind,air_quality,weather_source
2024-01-17,3648,15°,3°,多云~阴,东南风1级,30 优,2345
2024-01-18,3864,12°,1°,多云,东南风1级,47 优,2345
2024-01-19,3996,12°,2°,多云~小雨,东南风1级,43 优,2345
2024-01-20,4827,7°,0°,阴~小雨,东南风2级,55 良,2345
2024-01-21,4824,3°,-3°,小雨~多云,东风2级,50 优,2345
2024-01-22,4821,4°,-3°,多云~阴,东南风2级,49 优,2345
2024-01-23,4515,1°,-3°,阴~多云,东南风2级,39 优,2345
2024-01-24,4581,4°,-3°,阴~多云,东南风2级,42 优,2345
2024-01-25,4594,4°,-4°,阴~多云,东南风2级,53 良,2345
2024-01-26,4417,6°,-2°,多云,东南风1级,61 良,2345
2024-01-27,5491,7°,-1°,阴~多云,东南风1级,64 良,2345
2024-01-28,5140,8°,-2°,阴~多云,东南风1级,58 良,2345
2024-01-29,5412,6°,0°,阴~晴,东南风1级,52 良,2345
2024-01-30,5990,6°,0°,阴,东南风2级,53 良,2345
2024-01-31,5232,4°,0°,阴,东南风2级,52 良,2345
2024-02-01,5169,11°,1°,多云~小雨,东南风2级,49 优,2345
2024-02-02,5551,5°,2°,多云~小雨,东南风2级,32 优,2345
2024-02-03,5897,4°,-1°,阴~小雨,东南风2级,35 优,2345
2024-02-04,6101,6°,0°,阴,东南风1级,49 优,2345
2024-02-05,6773,8°,1°,多云~小雨,东南风2级,49 优,2345
2024-02-06,6075,6°,-2°,阴~小雨,东南风2级,58 良,2345
2024-02-07,4872,5°,0°,阴~多云,东南风2级,58 良,2345
2024-02-08,4263,8°,0°,阴~多云,东南风1级,64 良,2345
2024-02-09,3895,16°,-3°,阴~晴,西北风2级,101 轻度,2345
2024-02-10,5978,18°,-2°,晴,西风1级,163 中度,2345
2024-02-11,17276,16°,0°,晴,东南风1级,66 良,2345
2024-02-12,27806,18°,1°,阴~晴,东南风1级,83 良,2345
2024-02-13,31251,17°,4°,阴,东南风1级,67 良,2345
2024-02-14,30193,10°,1°,阴,东风2级,64 良,2345
2024-02-15,25210,14°,1°,阴~晴,东南风1级,49 优,2345
2024-02-16,20157,17°,1°,晴,东南风1级,44 优,2345
2024-02-17,14656,17°,2°,多云~晴,东南风1级,50 优,2345
2024-02-18,11945,15°,2°,阴,东南风2级,90 良,2345
2024-02-19,10328,14°,4°,阴~多云,东南风2级,200 中度,2345
2024-02-20,9761,15°,5°,多云~小雨,东南风1级,264 重度,2345
2024-02-21,7697,3°,0°,阴~小雨,东南风2级,83 良,2345
2024-02-22,6450,1°,0°,小雪~雨夹雪,东南风2级,81 良,2345
2024-02-23,4505,3°,-1°,阴~中雪,东南风2级,51 良,2345
2024-02-24,3780,6°,0°,阴~雨夹雪,东南风2级,96 良,2345
2024-02-25,2827,5°,0°,阴~小雨,东南风2级,94 良,2345
2024-02-26,2612,7°,1°,阴,东南风2级,62 良,2345
2024-02-27,2885,8°,2°,多云~小雨,东南风2级,55 良,2345
2024-02-28,3056,3°,1°,阴~雨夹雪,东南风2级,46 优,2345
2024-02-29,2907,4°,1°,阴~小雨,东南风2级,53 良,2345
2024-03-01,3441,4°,0°,阴~小雪,东南风2级,49 优,2345
2024-03-02,4136,10°,1°,阴~多云,东南风1级,48 优,2345
2024-03-03,4080,7°,3°,阴~多云,东南风2级,45 优,2345
2024-03-04,3469,9°,5°,阴~小雨,东南风1级,43 优,2345
2024-03-05,3368,7°,3°,小雨,东南风2级,64 良,2345
2024-03-06,3502,7°,2°,阴,东南风2级,75 良,2345
2024-03-07,4291,14°,2°,阴,东南风2级,67 良,2345
2024-03-08,7514,13°,3°,阴,东南风2级,75 良,2345
2024-03-09,6886,15°,5°,多云~小雨,东南风2级,61 良,2345
2024-03-10,4999,14°,0°,阴~晴,东南风1级,52 良,2345
2024-03-11,5560,21°,3°,晴~阴,东南风1级,63 良,2345
2024-03-12,5124,11°,6°,阴~小雨,东南风2级,53 良,2345
2024-03-13,5828,17°,5°,多云~小雨,东南风2级,43 优,2345
2024-03-14,5359,16°,7°,阴,东南风2级,54 良,2345
2024-03-15,6252,19°,8°,阴~小雨,东南风2级,42 优,2345
2024-03-16,6690,11°,7°,阴~小雨,东南风1级,241 重度,2345
2024-03-17,6639,13°,6°,阴~小雨,东南风1级,79 良,2345
2024-03-18,6773,12°,3°,阴~多云,东风1级,65 良,2345
2024-03-19,7074,12°,5°,阴,东南风2级,76 良,2345
2024-03-20,7891,20°,5°,阴~多云,东南风2级,65 良,2345
2024-03-21,7174,25°,10°,晴,东南风1级,63 良,2345
2024-03-22,9787,25°,13°,阴~小雨,东南风2级,60 良,2345
2024-03-23,10538,20°,9°,阴~小雨,东南风1级,70 良,2345
2024-03-24,9343,12°,6°,小雨~多云,东北风1级,57 良,2345
2024-03-25,9360,22°,8°,阴~小雨,东南风2级,45 优,2345
2024-03-26,9589,13°,7°,阴,东南风2级,50 优,2345
2024-03-27,9885,13°,5°,小雨~晴,东风1级,58 良,2345
2024-03-28,9529,25°,6°,晴,西南风1级,52 良,2345
2024-03-29,10396,28°,11°,晴~多云,东南风1级,48 优,2345
2024-03-30,11602,25°,8°,阴~晴,东南风1级,59 良,2345
2024-03-31,9648,25°,12°,阴,东南风2级,53 良,2345
2024-04-01,6466,26°,11°,小雨~中雨,东南风2级,45 优,2345
2024-04-02,6483,24°,10°,阴~小雨,东风1级,78 良,2345
2024-04-03,6409,17°,10°,阴~多云,东南风1级,69 良,2345
2024-04-04,10240,21°,10°,多云~中雨,东南风2级,72 良,2345
2024-04-05,21204,16°,9°,小雨,东南风2级,47 优,2345
2024-04-06,6424,12°,8°,阴~小雨,东南风1级,53 良,2345
2024-04-07,6229,17°,9°,阴,东南风1级,45 优,2345
2024-04-08,7205,18°,9°,阴~小雨,东南风2级,47 优,2345
2024-04-09,9201,15°,10°,小雨,东南风1级,44 优,2345
2024-04-10,12589,21°,10°,小雨,东南风1级,37 优,2345
2024-04-11,12812,25°,10°,多云~晴,东南风1级,42 优,2345
2024-04-12,16075,28°,12°,阴,东南风2级,48 优,2345
2024-04-13,17628,24°,11°,小雨~晴,东南风1级,53 良,2345
2024-04-14,14661,29°,13°,阴~晴,东南风2级,61 良,2345
2024-04-15,13781,26°,14°,阴~小雨,东南风2级,67 良,2345
2024-04-16,13426,25°,15°,阴~中雨,东南风2级,75 良,2345
2024-04-17,14938,28°,13°,阴~小雨,东南风2级,38 优,2345
2024-04-18,14013,20°,10°,阴~多云,东南风1级,37 优,2345
2024-04-19,14907,26°,10°,多云~小雨,东南风2级,51 良,2345
2024-04-20,16852,16°,10°,小雨~多云,东南风1级,65 良,2345
2024-04-21,14583,23°,12°,阴~小雨,东南风1级,56 良,2345
2024-04-22,14999,24°,10°,阴~小雨,东南风1级,47 优,2345
2024-04-23,14799,20°,10°,阴,东南风2级,50 优,2345
2024-04-24,15031,24°,11°,阴,东南风2级,50 优,2345
2024-04-25,13424,27°,11°,阴~晴,东南风1级,54 良,2345
2024-04-26,12223,28°,13°,多云~小雨,东南风2级,51 良,2345
2024-04-27,9939,28°,13°,晴,东南风2级,45 优,2345
2024-04-29,10082,15°,9°,中雨~小雨,东北风2级,39 优,2345
2024-04-30,9609,20°,8°,多云~阴,东南风2级,39 优,2345
2024-05-01,13000,13°,8°,小雨,东南风1级,43 优,2345
2024-05-02,41000,13°,9°,阴~小雨,东南风1级,34 优,2345
2024-05-03,33310,18°,8°,阴~多云,东风1级,36 优,2345
2024-05-04,15227,23°,9°,阴~晴,东南风1级,47 优,2345
2024-05-05,6901,27°,11°,阴~多云,东南风1级,49 优,2345
2024-05-06,5518,29°,13°,阴,东南风2级,54 良,2345
2024-05-07,5799,24°,12°,小雨,东南风2级,57 良,2345
2024-05-08,9046,16°,11°,小雨,东南风2级,45 优,2345
2024-05-09,10383,26°,12°,多云~小雨,东南风2级,50 优,2345
2024-05-10,12606,27°,12°,多云~小雨,东南风2级,51 良,2345
2024-05-11,12342,19°,10°,阴,东风1级,64 良,2345
2024-05-12,13101,26°,11°,阴~晴,东南风1级,72 良,2345
2024-05-13,11563,29°,13°,晴~小雨,东南风2级,62 良,2345
2024-05-14,14402,26°,13°,阴~多云,东南风2级,58 良,2345
2024-05-15,14638,28°,12°,多云,东南风2级,52 良,2345
2024-05-16,13289,30°,14°,小雨~阴,东南风1级,57 良,2345
2024-05-17,15173,28°,15°,阴,东南风1级,57 良,2345
2024-05-18,15035,19°,13°,大雨~小雨,东南风1级,53 良,2345
2024-05-19,13738,26°,13°,小雨~多云,西北风1级,47 优,2345
2024-05-20,13908,28°,12°,小雨~晴,东南风1级,54 良,2345
2024-05-21,13512,29°,12°,多云~晴,东南风2级,48 优,2345
2024-05-22,15958,30°,12°,晴~多云,东南风2级,50 优,2345
2024-05-23,14067,34°,16°,晴~多云,东南风2级,52 良,2345
2024-05-24,14677,31°,17°,多云~中雨,东南风2级,56 良,2345
2024-05-25,14251,26°,14°,中雨~多云,东北风1级,44 优,2345
2024-05-26,13242,30°,15°,多云,东南风1级,58 良,2345
2024-05-27,12577,31°,16°,多云~小雨,东南风2级,54 良,2345
2024-05-28,12465,21°,15°,阴~中雨,东南风1级,43 优,2345
2024-05-29,12226,19°,12°,小雨,东北风1级,37 优,2345
2024-05-30,12545,25°,13°,阴~小雨,东南风1级,47 优,2345
2024-05-31,9957,21°,13°,阴~小雨,东南风2级,71 良,2345
2024-06-01,10995,17°,13°,小雨~阵雨,南风1级,53 良,2345
2024-06-02,9035,24°,14°,阴~阵雨,西南风1级,37 优,2345
2024-06-03,10526,19°,15°,小雨,东南风1级,47 优,2345
2024-06-04,11369,26°,14°,多云,东南风2级,36 优,2345
2024-06-05,11501,32°,16°,多云~阵雨,东南风2级,38 优,2345
2024-06-06,10631,22°,14°,阴~阵雨,东南风2级,40 优,2345
2024-06-07,12756,27°,15°,阴~中雨,东南风1级,41 优,2345
2024-06-08,14522,19°,13°,阴,东北风1级,39 优,2345
2024-06-09,20544,24°,15°,阴~多云,东南风2级,43 优,2345
2024-06-10,9698,24°,14°,阴~多云,西北风1级,47 优,2345
2024-06-11,9634,30°,18°,阴~多云,西北风微风,49 优,2345
2024-06-12,11080,31°,18°,阴~阵雨,东南风1级,49 优,2345
2024-06-13,14577,26°,17°,阴~晴,西风1级,48 优,2345
2024-06-14,16954,32°,17°,阴~多云,东南风1级,48 优,2345
2024-06-15,17853,28°,18°,阴~阵雨,东南风1级,56 良,2345
2024-06-16,17752,23°,15°,阵雨~晴,东北风1级,44 优,2345
2024-06-17,18301,32°,17°,多云~阵雨,东南风2级,41 优,2345
2024-06-18,16858,24°,18°,小雨~多云,东南风1级,41 优,2345
2024-06-19,18432,30°,17°,阴,东南风2级,40 优,2345
2024-06-20,17874,24°,18°,阴~阵雨,东南风1级,47 优,2345
2024-06-21,19051,29°,18°,阴~阵雨,东南风1级,40 优,2345
2024-06-22,17942,26°,17°,多云~晴,东南风1级,39 优,2345
2024-06-23,15837,31°,16°,阴~阵雨,东南风1级,35 优,2345
2024-06-24,16239,27°,15°,小雨~晴,东南风1级,35 优,2345
2024-06-25,15876,32°,16°,阴,东南风2级,33 优,2345
2024-06-26,17449,26°,18°,阴~阵雨,东南风2级,38 优,2345
2024-06-27,17575,25°,19°,阴~阵雨,东南风2级,28 优,2345
2024-06-28,18512,32°,17°,阴~多云,东南风1级,28 优,2345
2024-06-29,18980,35°,17°,阴~晴,北风微风,39 优,2345
2024-06-30,19403,30°,17°,小雨~阵雨,东南风1级,39 优,2345
2024-07-01,21626,28°,14°,阴~多云,东北风1级,32 优,2345
2024-07-02,21679,28°,18°,小雨~中雨,东南风1级,34 优,2345
2024-07-03,20631,28°,17°,阴~晴,东北风1级,31 优,2345
2024-07-04,19023,28°,17°,阴~阵雨,东南风2级,29 优,2345
2024-07-05,20295,34°,18°,阴,东南风1级,35 优,2345
2024-07-06,21106,25°,21°,阴~阵雨,东南风2级,50 优,2345
2024-07-07,23363,28°,20°,阴~阵雨,东南风1级,33 优,2345
2024-07-08,24035,26°,21°,阴~阵雨,东南风1级,34 优,2345
2024-07-09,23620,25°,19°,阴~阵雨,东北风1级,35 优,2345
2024-07-10,25965,23°,19°,小雨~晴,西北风1级,41 优,2345
2024-07-11,24791,34°,19°,阴~多云,东南风1级,34 优,2345
2024-07-12,24287,27°,18°,小雨~阵雨,东南风2级,33 优,2345
2024-07-13,22100,21°,18°,小雨~阵雨,东南风1级,33 优,2345
2024-07-14,22015,26°,20°,阴~阵雨,东南风2级,32 优,2345
2024-07-15,25992,29°,22°,阴~阵雨,东南风1级,28 优,2345
2024-07-16,25019,29°,21°,小雨~阵雨,东南风1级,26 优,2345
2024-07-17,25977,25°,19°,阴~阵雨,东北风1级,30 优,2345
2024-07-18,23851,32°,19°,多云~阵雨,东南风2级,32 优,2345
2024-07-19,20910,27°,19°,小雨~阵雨,东南风2级,30 优,2345
2024-07-20,24265,32°,21°,阴~阵雨,东南风2级,26 优,2345
2024-07-21,22554,29°,21°,阴~阵雨,东南风2级,26 优,2345
2024-07-22,25264,28°,21°,阴~阵雨,东南风2级,30 优,2345
2024-07-23,22285,23°,18°,大雨~暴雨,东南风1级,26 优,2345
2024-07-24,22498,22°,17°,大雨~多云,东北风1级,34 优,2345
2024-07-25,7856,31°,18°,阴,东南风1级,59 良,2345
2024-07-26,22929,28°,19°,阴~阵雨,东南风1级,61 良,2345
2024-07-27,17545,23°,18°,小雨~多云,西北风1级,53 良,2345
2024-07-28,19887,23°,18°,阴~阵雨,东北风1级,40 优,2345
2024-07-29,21473,22°,16°,小雨~晴,西北风1级,35 优,2345
2024-07-30,23668,34°,16°,阴~晴,东南风1级,36 优,2345
2024-07-31,24905,33°,19°,阴~晴,东南风1级,39 优,2345
2024-08-01,25238,32°,19°,小雨~阵雨,东南风1级,38 优,2345
2024-08-02,24979,28°,19°,小雨~阵雨,东南风2级,46 优,2345
2024-08-03,24659,25°,17°,小雨~多云,东北风1级,34 优,2345
2024-08-04,30746,32°,19°,小雨~多云,东南风2级,28 优,2345
2024-08-05,37066,31°,19°,小雨~阵雨,东南风2级,36 优,2345
2024-08-06,34848,29°,20°,小雨~阵雨,东南风1级,35 优,2345
2024-08-07,37213,30°,21°,小雨~阵雨,东南风2级,40 优,2345
2024-08-08,33905,27°,19°,阴~大雨,东南风2级,38 优,2345
2024-08-09,31112,25°,19°,小雨~阵雨,东南风1级,61 良,2345
2024-08-10,28919,27°,17°,小雨~晴,东南风1级,61 良,2345
2024-08-11,32544,32°,15°,多云~晴,东南风1级,52 良,2345
2024-08-12,37251,32°,17°,小雨~晴,东南风1级,41 优,2345
2024-08-13,35978,32°,19°,阴~阵雨,东南风1级,36 优,2345
2024-08-14,36668,29°,18°,小雨~中雨,东南风2级,43 优,2345
2024-08-15,30467,21°,16°,小雨~阵雨,南风1级,30 优,2345
2024-08-16,31650,30°,16°,阴~多云,东南风1级,36 优,2345
2024-08-17,27787,28°,16°,小雨~晴,东北风1级,41 优,2345
2024-08-18,29397,32°,16°,晴,东南风1级,37 优,2345
2024-08-19,27055,32°,18°,多云~晴,东南风1级,45 优,2345
2024-08-20,28145,32°,18°,阴~多云,东南风1级,38 优,2345
2024-08-21,10928,33°,20°,小雨~阵雨,东南风1级,42 优,2345
2024-08-22,29519,33°,22°,小雨~阵雨,东南风2级,46 优,2345
2024-08-23,28066,33°,21°,小雨~阵雨,东南风2级,49 优,2345
2024-08-24,26095,34°,20°,多云~阵雨,东南风2级,45 优,2345
2024-08-25,23047,31°,21°,小雨~阴,东南风2级,46 优,2345
2024-08-26,20699,31°,22°,小雨~阵雨,东南风1级,44 优,2345
2024-08-27,20226,33°,22°,多云~阴,东南风2级,43 优,2345
2024-08-28,17609,33°,22°,阴~阵雨,东南风2级,40 优,2345
2024-08-29,13650,31°,21°,小雨~阵雨,东南风2级,36 优,2345
2024-08-30,11154,32°,21°,小雨~阵雨,东南风2级,37 优,2345
2024-08-31,13732,32°,22°,多云~阵雨,东南风1级,43 优,2345
2024-09-01,14650,34°,20°,多云~阵雨,东南风2级,42 优,2345
2024-09-02,16908,35°,20°,阴,东南风2级,40 优,2345
2024-09-03,17870,35°,21°,阴~阵雨,东南风2级,44 优,2345
2024-09-04,19698,33°,17°,阴~阵雨,东南风2级,40 优,2345
2024-09-05,19656,24°,19°,小雨~阵雨,东南风2级,29 优,2345
2024-09-06,22343,30°,18°,小雨~阵雨,东南风2级,37 优,2345
2024-09-07,23206,32°,18°,阴~阵雨,东南风2级,40 优,2345
2024-09-08,20617,31°,20°,阴~阵雨,东南风2级,43 优,2345
2024-09-09,18455,27°,18°,阴~阵雨,东南风1级,41 优,2345
2024-09-10,21040,27°,19°,阴~阵雨,东南风2级,31 优,2345
2024-09-11,20408,30°,18°,阴~阵雨,东南风2级,32 优,2345
2024-09-12,17957,30°,18°,阴~阵雨,东南风2级,34 优,2345
2024-09-13,16540,26°,19°,小雨~阵雨,东南风1级,37 优,2345
2024-09-14,16246,25°,20°,阴~阵雨,东南风2级,40 优,2345
2024-09-15,20281,26°,20°,阴~阵雨,东南风2级,45 优,2345
2024-09-16,30209,28°,20°,阴~阵雨,东南风1级,43 优,2345
2024-09-17,16113,27°,19°,阴~阵雨,东南风2级,36 优,2345
2024-09-18,15797,28°,20°,阴~阵雨,东南风2级,35 优,2345
2024-09-19,18906,27°,20°,阴~阵雨,东南风2级,36 优,2345
2024-09-20,27532,23°,16°,阴~多云,东北风1级,34 优,2345
2024-09-21,32737,24°,16°,阴,东南风1级,31 优,2345
2024-09-22,31066,23°,16°,阴~多云,东南风1级,39 优,2345
2024-09-23,27625,30°,16°,小雨~多云,东南风1级,43 优,2345
2024-09-24,30264,26°,17°,小雨~多云,东南风1级,46 优,2345
2024-09-25,8480,29°,14°,阴,东南风1级,44 优,2345
2024-09-26,24425,30°,18°,小雨~阴,东南风1级,38 优,2345
2024-09-27,20625,30°,20°,小雨~阵雨,东南风2级,49 优,2345
2024-09-28,15741,24°,21°,小雨~阵雨,东南风2级,48 优,2345
2024-09-29,18855,19°,11°,中雨~阵雨,东北风2级,36 优,2345
2024-09-30,21719,20°,10°,小雨~阵雨,东北风2级,31 优,2345
2024-10-01,29577,16°,10°,阴~多云,东南风1级,32 优,2345
2024-10-02,41000,22°,11°,小雨~阴,东南风1级,34 优,2345
2024-10-03,41000,19°,11°,阴~小雨,东南风1级,38 优,2345
2024-10-04,41000,16°,12°,阴,东南风1级,31 优,2345
2024-10-05,41000,16°,12°,小雨,东南风1级,38 优,2345
2024-10-06,36492,17°,12°,小雨~多云,东北风1级,47 优,2345
2024-10-07,15221,19°,11°,小雨,东南风1级,42 优,2345
2024-10-08,14096,17°,13°,小雨~阴,东南风1级,40 优,2345
2024-10-09,15756,15°,11°,小雨,东南风1级,43 优,2345
2024-10-10,23633,19°,11°,阴~小雨,东南风1级,42 优,2345
2024-10-11,27970,15°,12°,小雨,东南风1级,37 优,2345
2024-10-12,30502,21°,10°,阴~多云,东南风1级,34 优,2345
2024-10-13,33037,26°,10°,小雨~多云,东南风1级,30 优,2345
2024-10-14,35109,23°,12°,小雨~多云,东南风1级,30 优,2345
2024-10-15,35483,24°,10°,多云~小雨,东南风2级,30 优,2345
2024-10-16,35733,15°,11°,小雨,东南风1级,39 优,2345
2024-10-17,37299,25°,11°,小雨~阴,东南风1级,35 优,2345
2024-10-18,35701,21°,12°,阴~小雨,东南风1级,44 优,2345
2024-10-19,35328,15°,13°,小雨,东南风1级,37 优,2345
2024-10-20,34017,22°,12°,晴~多云,东南风2级,30 优,2345
2024-10-21,35571,21°,9°,小雨~多云,东南风2级,45 优,2345
2024-10-22,40024,22°,9°,小雨~多云,东南风1级,43 优,2345
2024-10-23,40756,22°,8°,多云,东南风1级,45 优,2345
2024-10-24,37597,19°,11°,阴~小雨,东南风2级,43 优,2345
2024-10-25,34998,17°,10°,阴~小雨,东南风1级,46 优,2345
2024-10-26,36570,12°,7°,小雨~多云,东北风1级,35 优,2345
2024-10-27,36794,17°,7°,小雨~多云,东南风1级,48 优,2345
2024-10-28,36778,20°,10°,小雨,东南风1级,42 优,2345
2024-10-29,32367,14°,9°,小雨,东南风1级,50 优,2345
2024-10-30,30588,16°,11°,阴~小雨,东南风1级,40 优,2345
2024-10-31,26748,19°,11°,多云~小雨,东南风1级,47 优,2345
2024-11-01,26342,21°,9°,阴~多云,东南风1级,41 优,2345
2024-11-02,34134,22°,10°,多云,东南风1级,41 优,2345
2024-11-03,23964,18°,9°,阴~小雨,东南风1级,53 良,2345
2024-11-04,22485,19°,6°,阴~多云,东南风1级,51 良,2345
2024-11-05,24930,19°,8°,多云~小雨,东南风1级,43 优,2345
2024-11-06,23750,17°,9°,多云~阴,东南风2级,41 优,2345
2024-11-07,23157,19°,6°,多云~阴,东南风2级,36 优,2345
2024-11-08,25814,18°,7°,阴~多云,东南风1级,38 优,2345
2024-11-09,28952,20°,10°,晴~阴,东南风1级,42 优,2345
2024-11-10,21370,16°,11°,晴~多云,东南风2级,36 优,2345
2024-11-11,15399,15°,10°,阴,东南风1级,42 优,2345
2024-11-12,15257,15°,11°,晴~阴,东南风1级,53 良,2345
2024-11-13,14788,17°,9°,阴~多云,东南风1级,44 优,2345
2024-11-14,14722,20°,8°,多云,东南风1级,40 优,2345
2024-11-15,12501,15°,7°,阴~小雨,东南风1级,44 优,2345
2024-11-16,23000,10°,7°,阴~小雨,东风1级,45 优,2345
2024-11-17,20561,11°,6°,阴~小雨,东南风1级,47 优,2345
2024-11-18,14776,9°,5°,多云~小雨,东南风1级,31 优,2345
2024-11-19,12370,10°,5°,多云~阴,东南风1级,36 优,2345
2024-11-20,12647,13°,5°,阴~小雨,东南风1级,52 良,2345
2024-11-21,12145,14°,3°,多云,东南风1级,46 优,2345
2024-11-22,14489,17°,7°,晴~小雨,东南风1级,47 优,2345
2024-11-23,19031,13°,7°,阴~小雨,东南风2级,40 优,2345
2024-11-24,12551,9°,3°,阴~多云,东南风2级,35 优,2345
2024-11-25,9439,7°,1°,晴~多云,东南风1级,37 优,2345
2024-11-26,9118,9°,-1°,多云,东南风1级,49 优,2345
2024-11-27,8616,10°,-1°,多云,东南风1级,60 良,2345
2024-11-28,8972,12°,-1°,阴~多云,东南风1级,66 良,2345
2024-11-29,9296,12°,-1°,晴,东南风1级,66 良,2345
2024-11-30,15212,14°,-1°,晴,东南风1级,72 良,2345
2024-12-01,10617,15°,-1°,晴,东南风1级,-,2345
2024-12-02,7731,12°,3°,多云,东南风2级,-,2345
2024-12-03,6687,14°,4°,阴~小雨,东南风1级,-,2345
2024-12-04,5783,12°,4°,阴~小雨,东南风1级,-,2345
2024-12-05,6897,11°,2°,阴,东南风1级,-,2345
2024-12-06,7527,11°,1°,多云~小雨,东南风2级,-,2345
2024-12-07,11524,7°,3°,阴~小雨,东南风2级,-,2345
2024-12-08,7203,7°,2°,多云~小雨,东南风2级,-,2345
2024-12-09,6228,5°,0°,多云~小雨,东南风2级,-,2345
2024-12-10,6256,7°,1°,多云~小雨,东南风1级,-,2345
2024-12-11,6219,8°,2°,晴~小雨,东南风2级,-,2345
2024-12-12,5868,6°,-1°,阴~雨夹雪,东南风1级,-,2345
2024-12-13,7300,4°,-3°,阴~雨夹雪,东南风2级,-,2345
2024-12-14,10153,6°,-3°,阴~晴,东南风1级,-,2345
2024-12-15,7866,9°,-4°,晴,东南风1级,-,2345
2024-12-16,6136,11°,-4°,晴,东南风1级,-,2345
2024-12-17,6716,11°,-3°,阴~多云,东南风1级,-,2345
2024-12-18,6136,8°,-2°,多云~小雨,东南风2级,-,2345
2024-12-19,5803,8°,0°,晴~阴,东南风1级,-,2345
2024-12-20,6303,8°,1°,多云,东南风1级,-,2345
2024-12-21,9503,7°,0°,晴~阴,东南风2级,-,2345
2024-12-22,7301,5°,0°,阴~多云,东南风1级,-,2345
2024-12-23,7670,6°,1°,多云~阴,东南风1级,-,2345
2024-12-24,7120,6°,1°,晴~阴,东南风2级,-,2345
2024-12-25,6638,9°,-2°,阴~多云,东南风1级,-,2345
2024-12-26,7187,9°,-2°,阴~多云,东南风1级,-,2345
2024-12-27,8661,7°,-3°,晴~多云,东南风2级,-,2345
2024-12-28,11166,9°,-3°,晴~多云,东南风1级,-,2345
2024-12-29,10143,7°,-2°,多云~阴,东南风1级,-,2345
2024-12-30,10361,11°,-2°,多云~晴,东南风1级,-,2345
2024-12-31,7218,13°,-2°,晴,东南风1级,64 良,2345
2025-01-01,5379,10°,-1°,多云,东南风1级,76 良,2345
2025-01-02,7811,12°,-1°,阴~晴,东南风1级,80 良,2345
2025-01-03,7922,11°,-1°,多云,东南风1级,64 良,2345
2025-01-04,8742,9°,-2°,阴~晴,东北风1级,67 良,2345
2025-01-05,6366,11°,-3°,晴,东南风1级,71 良,2345
2025-01-06,5011,10°,1°,多云~小雨,东南风1级,65 良,2345
2025-01-07,4817,7°,1°,阴~小雨,东南风2级,58 良,2345
2025-01-08,4521,7°,0°,阴~多云,东南风1级,59 良,2345
2025-01-09,5425,10°,1°,多云~小雨,东南风2级,59 良,2345
2025-01-10,5855,6°,-1°,阴~小雪,东南风2级,53 良,2345
2025-01-11,10411,12°,-3°,晴,西南风1级,55 良,2345
2025-01-12,9206,9°,-3°,晴~多云,东南风1级,57 良,2345
2025-01-13,7390,12°,-1°,阴~多云,东南风1级,58 良,2345
2025-01-14,7734,11°,-1°,阴~多云,东南风2级,65 良,2345
2025-01-15,7406,9°,0°,阴~多云,东南风1级,56 良,2345
2025-01-16,8318,11°,0°,晴~多云,东南风1级,55 良,2345
2025-01-17,9026,8°,-1°,多云,东南风2级,55 良,2345
2025-01-18,12153,12°,0°,晴,东南风1级,69 良,2345
2025-01-19,11955,14°,-1°,晴~多云,东南风1级,78 良,2345
2025-01-20,12432,14°,0°,阴~多云,东南风1级,80 良,2345
2025-01-21,12246,11°,2°,阴,东南风2级,67 良,2345
2025-01-22,11967,11°,3°,阴,东南风1级,76 良,2345
2025-01-23,11823,11°,6°,阴~小雨,东南风2级,69 良,2345
2025-01-24,10917,7°,4°,小雨,东南风1级,53 良,2345
2025-01-25,10587,6°,-1°,阴~晴,东北风2级,68 良,2345
2025-01-26,12947,6°,-7°,晴,西南风1级,71 良,2345
2025-01-27,9955,7°,-3°,晴,东南风1级,62 良,2345
2025-01-28,7183,10°,-3°,晴~多云,东南风1级,88 良,2345
2025-01-29,10002,11°,-1°,多云,东南风1级,120 轻度,2345
2025-01-30,23000,5°,1°,阴~小雨,东南风2级,65 良,2345
2025-01-31,23000,6°,2°,阴~雨夹雪,东南风2级,52 良,2345
2025-02-01,23000,8°,3°,阴~雨夹雪,东南风2级,41 优,2345
